,tweet,brand_or_product,emotion,target
2762,Google seems to have sabotaged my YouTube account - WTF? Are they trying to OWN the entire online ecosystem?  VERY BAD FORM #SXSW,Google,negative,1
2767,If you aren't at google you just missed the dance party of a lifetime #SXSW,Google,positive,0
2772,"To my friends at #SXSW who think I abandoned you, in reality I just didn't have any means of communication, my iPhone stopped working. #fail",iPhone,negative,1
2773,Normal scene at #SXSW - an iPad in the lap and an iphone in the hand.  {link},iPhone,positive,0
2774,What happened to the Taxi Magic iPhone app? Now all I can do is call the cabs via it #sxsw,iPad or iPhone App,negative,1
2780,"Such suspense! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Other Google product or service,positive,0
2781,Funny moment at #sxsw panel when Dennis Crowley gets iPad 2 owners to hold up their new iPad 2. It looked like lighters at a rock concert.,iPad,positive,0
2783,Next presentation - Google's Marissa Mayer. Should be great! #sxsw (@mention Austin Convention Center w/ @mention {link},Google,positive,0
2784,"#SXSW Essentials: Water/Energy Bars, Smart Phone, Camera, Map of DT, Sunglasses, Rainjacket, Laptop/IPad, MP3 Player/IPod, Earplugs -...",iPad,positive,0
2785,"*g* rt @mention  Love the Apple pop-up store at #SXSW. ... Now, one question. Will AT&amp;T bring trucks for signal again? Please say yes.",Apple,positive,0
2786,HA! RT @mention ï¿½ï¿½ï¿½@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;ï¿½Û,Apple,positive,0
2787,;-) RT @mention @mention The geeks need somewhere downtown to line up to get the iPad 2. I'll be dropping by. #SXSW,iPad,positive,0
2791,Lol RT @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,positive,0
2792,Lol RT @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; (via @mention,Apple,positive,0
2793,Lol RT @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; #AUSxSW,Apple,positive,0
2795,{link} @mention chatting it up via iPhone. Hilarious. #sxsw,iPhone,positive,0
2796,Thanks @mention for giving me new top cover for my banged up juicepack iphone case. You and your products rock! #tradeshow #sxsw,Other Apple product or service,positive,0
2798,"Ha! RT @mention Google guy at #sxsw talk is explaining how he made realistic Twitter bots as an experiment. Gee, thanks for doing that.",Google,negative,1
2803,"#sxsw: @mention intrvw @mention &quot;Govt is not a vending machine [put in $, get svcs], it's a platform; iPhone was a teaching moment&quot;",iPhone,positive,0
2807,Woot! ï¿½ï¿½ï¿½@mention It's not a rumor: Apple is opening a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,positive,0
2808,"YES RT @mention LoL U r gadgetzilla! Have fun! @mention It's #SXSW Festival time. OMG I'm scared! Got my netbook, #iPad &amp; my droid!",iPad,positive,0
2810,Wew RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by (cont) {link},iPad or iPhone App,positive,0
2811,Badger @mention on Angel News #sxsw {link} - nice one. Also we're giving away a free iPad 2 - {link} #contest,unknown,positive,0
2812,Video: @mention Playbook in action at #SXSW - {link} iPad still wins.,iPad,positive,0
2818,Pop up @mention store in Austin.   Brilliant. Long lines even at 9:30 at night #SXSW  {link},Apple,positive,0
2821,"#sxsw: @mention Thinks Larry's elevation at Google is great: &quot;lost their way, caring too much about the biz, not enough about the world&quot;",Google,positive,0
2824,Wow! RT@mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles,unknown,positive,0
2826,Wow RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Android App,positive,0
2829,My #iPad envy is through. the. roof. Thanks every other person at #SXSW,iPad,positive,0
2831,Maybe someone that gets the #ipad2 at #SXSW will hand me their old iPad instead of throwing it away,unknown,positive,0
2833,Google+Deep Eddy Sweet Tea vodka+ GSDM cool factor #SXSW (@mention GSD&amp;M w/ 120 others) {link},unknown,positive,0
2834,Oh no utter @mention #sxsw fail. Can't see the letter of the ballroom in the iPhone app as it is too long and doesn't wrap /cc @mention,iPad or iPhone App,negative,1
2837,"Life Hacker debuts Steampunk iPad: 37 ft reclaimed copper piping, one mini-maglight, and &quot;kinda thin&quot; etch-a-sketch interface. #sxsw",iPad,positive,0
2839,An engineer from Google Chrome just came up to correct some misstatements about the browser. Awesome! #payingwithdata #sxsw,Google,positive,0
2841,Mega tether iPhone/Android party with @mention and @mention . #chargin2diffphonesatonce #dorkinout #sxsw,iPhone,positive,0
2843,Gamechanger like Wave and Buzz no doubt RT @mention Google to Launch Major New Social Network Called Circles {link} #sxsw,Other Google product or service,negative,1
2845,It is never more apparent than at #sxsw how nice it would be if apple made stuff w/ removable batteries. #alwayshavingtoplugin #gsdm,Apple,negative,1
2846,2 read l8er RT ï¿½ï¿½ï¿½@mention Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxswï¿½Û,Google,positive,0
2847,RT to enter the contest and maybe win an iPad 2 from @mention #sxsw,iPad,positive,0
2848,"Days closer to becoming an owner of an iPad 2. So so so so stoked.
Only thing getting me through finals and not being at #SXSW",iPad,positive,0
2854,"Sitting here at the #Flipboard panel, wishing I had my #iPad with me. Alas, my two year old has completely overtaken it. #SXSW #Flipboard",iPad,positive,0
2858,Ahh. Wonderful news! RT @mention iPad 2 - is now available for online ordering. Go get urs. :-) #Sxsw,iPad,positive,0
2859,We're experimenting and tinkering again like in the nineties: &quot;Best viewed on iPad is the new best viewed on Internet Explorer 6&quot; #sxsw,iPad,positive,0
2860,I am suffering from iPad envy. #sxsw,iPad,positive,0
2864,iPhone users at #SXSW - any of you have your GPS stuck on? Is one of the new geo app updates doing it? FourSquare/gowalla?,iPhone,negative,1
2866,Apple offers original iPad donation program {link} #entry #friends #house #sxsw,unknown,positive,0
2868,"More farmers use BlackBerry than iPhone, but iPad is catching on because of bigger screen. #mobilefarm #sxsw",iPad,positive,0
2870,Texas Observer Tomlinson says they would double revenue per issue with iPad subscriptions. #newsapps #sxsw,iPad,positive,0
2871,Great interview to @mention on Bloomberg TV about #Ipad2 to kick off #SxSW.#apple {link},iPad,positive,0
2874,"This is very cool, Google is basically foing their version of an Apple event and showing a ton of new product features. #sxsw",Google,positive,0
2875,This is very cool. Potential of non-text applications on iPhone. Awesome. #sxsw,iPad or iPhone App,positive,0
2876,Pair of very nice back to back talks this morning on interface design for iPad and the future of touch in general #sxsw ...,iPad,positive,0
2877,I hope everyone has an awesome weekend at #SXSW! I know @mention is giving away some great Apple prizes.,Apple,positive,0
2879,"Free iTunes Album, #SXSW Featured Artists, grab it if you missed it: {link}",unknown,positive,0
2880,Apple takes bruises from panelists. Not well regarded in sustainability space.  Corporate Sustainability Reporting and Transparency.  #SXSW,Apple,negative,1
2882,Apple likes it if you pay them. That's what Apple likes. - Barry Diller #SXSW,Apple,negative,1
2884,The dailies on iPad are going to evolve...they're still impossible to download (20 MB and up downloads) #sxsw,unknown,negative,1
2885,iPad 2 goes on sale at 3 pm at #sxsw - I'm looking at you @mention ;) (32 gig no color preference) :),iPad,positive,0
2886,"Mayer comes out sans intro, still gets cheers. #techrockstar Launches into Google's priority on location - Fast, Fun &amp; Future #sxsw",Google,positive,0
2887,Free iTunes SXSW &quot;Featured Artists&quot; sampler: {link} #free #music #SXSW,Other Apple product or service,positive,0
2888,"Apple saves SXSW, set to open pop-up store - CNET News {link} #sxsw",Apple,positive,0
2889,"Apple saves SXSW, set to open pop-up store {link} #Apple #SXSW",Apple,positive,0
2891,"holy smokes, ipad2 replacing my flip cam as default video capture device. beautiful. elegant. apple. #sxsw",iPad,positive,0
2894,google presentation by Mayer is a sales pitch #fail #sxsw,Google,negative,1
2896,Google presenting Hotpot. #SXSW #SXSWI (@mention Austin Convention Center w/ @mention {link},Other Google product or service,positive,0
2897,Omgz. Makeshift #SXSW apple store is in a Golds Gym! {link},Apple,positive,0
2898,Sooo... Design for iPads session is just an hour long ad for me to buy and iPad and apps? #amismarternow? #sxsw,unknown,negative,1
2899,"In iPad Design Headaches: Take Two Tablets, Call Me in the AM panel - excited to hear @mention live! #sxsw",iPad,negative,1
2903,That's awesome RT @mention RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin {link} #SXSW,Apple,positive,0
2904,It was awesome to hear Marissa Mayer acknowledge that Google Maps needs to increase support for its product b/c of incorrect routes. #SXSW,Other Google product or service,negative,1
2905,Wow. Shakespeare's Pub on 6th St. Here's to the delete button on the iPhone video camera. #SXSW,iPhone,positive,0
2906,It's madness already downtown and it's only the 1st day of #sxsw. apple popup store seems to be doing brisk biz,Apple,positive,0
2907,iPad success at the apple popup store in Austin! #apple #sxsw  {link},iPad,positive,0
2908,The SXXpress line is almost as long as the Apple line. #sxsw {link},unknown,negative,1
2914,Awesome Restaurant Week app for #iphone - {link} #austinites #sxsw,iPad or iPhone App,positive,0
2919,Fun to meet the @mention folks at #SXSW #couch #couchfan ... This app made the iPad #lovesit  {link},iPad or iPhone App,positive,0
2921,Anybody get their iPad 2 from the downtown Apple pop-up store yet? Any tramplings? #letushopenot #SXSW #popPOP,iPad,positive,0
2923,Killer meet ups with new and old friends today from Apple and Microsoft to solo killers and many in between #letschangetheworld #sxsw,Apple,positive,0
2927,The complete iOS dominance at #SXSW compels Apple to open a frickin' temporary Apple Store in downtown Austin this week.,Apple,positive,0
2937,iPad 2 queue is epic. #sxsw {link},iPad,positive,0
2942,At #sxsw even the cabbies are tech savvy. That's his iPhone streaming twitter. @mention  {link},iPhone,positive,0
2945,Freaking everyone has an ipad or iPhone 4 or Mac here. Wow. #sxsw,iPhone,positive,0
2949,Amazing new app for mobil workers! {link} @mention #iphone #app #telework #SxSW,iPad or iPhone App,positive,0
2953,Love my new iPad 2-Seems much faster and more fluid then original and it's seems more natural to hold. Excited to use during #sxsw this week,iPad,positive,0
2954,"LOVE my new iPhone case, featuring @mention RT @mention - @mention So glad you got case! #zazzlesxsw #SXSW {link}",Other Apple product or service,positive,0
2956,Awesome new version of @mention for iPhone and new web site coming after #sxsw. Want a demo? Meet with @mention at #sxsw. Pls RT,iPad or iPhone App,positive,0
2970,Novelty of #iPad news #apps fades fast among digital delegates - Aron Pilhofer of the NYT &amp; Khoi Vinh {link}  #media #SXSW,iPad or iPhone App,negative,1
2972,Day one of #sxsw coming to a close. Lots of good stuff. Looking fwd to tomorrow. Coolest so far? Google location/map plans and features.,Other Google product or service,positive,0
2973,Outside of 9:30 panels which 75% of people skip I can barely get anything to work on my iPhone. #sxsw needs to shrink by 10k people.,iPhone,negative,1
2975,Imagine if every company had the 20% concept like Google. #bavcID #SXSW,unknown,positive,0
2977,Novelty of iPad news apps fades fast among #SXSW delegates - by @mention {link},iPad,negative,1
2978,This stuff is great. Love seeing how these guys think outside the box with Google Doodles. #googledoodle #sxsw,Other Google product or service,positive,0
2984,2 years of time saved every day by people qho use google maps &quot;route around&quot; feature #sxsw,Other Google product or service,positive,0
2985,"Pollak, if you're having so much trouble the don't sell through apple...duh #sxswbigbrands #sxsw",Apple,negative,1
2987,@mention Feature @mention for the iPhone. We will be all over #SXSW this week!,iPhone,positive,0
2992,To kick off #SXSWi @mention is giving away an iPad 2... Just visit the FB page to enter: {link} #SXSW,iPad,positive,0
